AnoMês,Dt. Leitura,Instalação,Cód. PN,Parceiro de negócio,Número do CNPJ,Recebedor alternativo,Nº de contrato,Titular do contrato,Categoria tarifa,Desc. Categoria tarifa,Fase,"Tp Cli (BT,MT,AT)",Lote de Leitura,Dt. Vencimento,Classe,Desc. Classe,Município,Bairro,Rua,Nº,CEP,Energia Faturada Ponta,Receita Energia Faturada Ponta,Energia Faturada Fora Ponta,Receita Energia Faturada Fora Ponta,Demanda Faturada Ponta,Receita Demanda Faturada Ponta,Demanda Faturada Fora Ponta,Receita Demanda Faturada Fora Ponta,Demanda Registrada Ponta,Receita Demanda Registrada Ponta,Demanda Registrada F.Ponta,Receita Demanda Registrada F.Ponta,Demanda Contratada Ponta,Receita Demanda Contratada Ponta,Demanda Contratada F.Ponta,Receita Demanda Contratada F.Ponta,Demanda Ultrapassagem Ponta,Receita Demanda Ultrapassagem Ponta,Demanda Ultrapassagem Fora Ponta,Receita Demanda Ultrapassagem Fora Ponta,Importe UFER Ponta,Receita Importe UFER Ponta,Importe UFER Fora Ponta,Receita Importe UFER Fora Ponta,Importe UFDR,Receita Importe UFDR,Receita Total,Juros Atraso Pagamento,IGPM,Multa Atraso Pagamento,CIP,COFINS,PIS,ICMS,Parcelamentos,Cust. Disp. MMGD,Res. 77,Desconto AES,Energia Comp. MMGD,Receita Energia Comp. MMGD,Energia Injet. MMGD,"Imp. Ret, Fonte",TUS Geração,Créditos,OUTROS VALORES
202504,25/04/2025,160122824,152128000,INSTITUTO CAPIXABA DE PESQUISA  ASSISTE,27273416000130,,500192386,INSTITUTO CAPIXABA D,B3,Categoria Demais Classes B3,Trifásico,BT,47,02/06/2025,520,PODER PUBLICO - ESTADUAL,RIO NOVO DO SUL,CENTRO,RUA CAP BLEY,7,29290-000,"479,000","327,860",,,,,,,,,,,,,,,,,,,,,,,,,"427,060",,,,"82,820","16,900","3,660",,,,,,,,,"-4,180",,,"0,000"
202504,30/04/2025,160123997,152122000,CORPO DE BOMBEIROS MILITAR DO ESTADO DO,02133636000137,,500215968,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,NOVA VENECIA,ASCENSAO,ROD QUINZE DE NOVEMBRO,1SN,29830-000,"309,304","531,420","1.944,000","763,380","30,000","954,900",,,"7,216","0,000","10,496","0,000","30,000","0,000",,,,,,,"0,082","0,020",,,,,"2.128,360","1,720",,"34,440","265,250","91,500","19,810",,,,,,-1.209 KWH,"-474,480",-1.209 KWH,"-59,600",,,"0,000"
202504,30/04/2025,160124043,152122000,CORPO DE BOMBEIROS MILITAR DO ESTADO DO,02133636000137,,502509915,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,ARACRUZ,BELA VISTA,AV CASTELO BRANCO,476,29192-066,"509,548","875,460","3.388,000","1.329,970","30,000","954,900",,,"15,088","0,000","18,368","0,000","30,000","0,000",,,,,,,"0,574","0,170",,,,,"3.057,620","3,680",,,,"151,700","32,840",,,,,,-553 KWH,,-553 KWH,"-74,11",,,"-216,990"
202504,07/04/2025,160127901,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,500601512,,B3,Categoria Demais Classes B3,Trifásico,BT,34,02/06/2025,520,PODER PUBLICO - ESTADUAL,MARECHAL FLORIANO,ARAGUAIA,RUA PRINCIPAL,1,29255-000,"119,000","81,450",,,,,,,,,,,,,,,,,,,,,,,,,"132,010",,,,"46,490","4,200","0,910",,,,,,,,,"-1,040",,,"0,000"
202504,23/04/2025,160129170,152125100,POLICIA CIVIL,27470897000173,,501007263,,B3,Categoria Demais Classes B3,Trifásico,BT,45,02/06/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,BARRO VERMELHO,AV NS DA PENHA,1506,29057-550,"743,000","508,560",,,,,,,,,,,,,,,,,,,,,,,,,"533,970",,,,,"26,220","5,680",,,,,,,,,"-6,490",,,"0,000"
202504,23/04/2025,160129186,152125100,POLICIA CIVIL,27470897000173,,501007197,,B3,Categoria Demais Classes B3,Bifásico,BT,45,02/06/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,BARRO VERMELHO,AV NS DA PENHA,1506,29057-550,"131,000","89,670",,,,,,,,,,,,,,,,,,,,,,,,,"110,010",,,,"15,860","4,620","1,000",,,,,,,,,"-1,140",,,"0,000"
202504,30/04/2025,160130035,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500204864,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,10/06/2025,520,PODER PUBLICO - ESTADUAL,MUQUI,CENTRO,RUA DO LATICINIO,1SN,29480-000,"2.102,521","3.612,370","14.637,000","5.746,670","84,624","2.693,580",,,"64,780","0,000","84,624","0,000","46,000","0,000",,,39 KW,"2.458,800",,,"14,309","4,310",,,,,"15.043,640",,,,,"748,160","161,980",,,,,,,,,"-382,230",,,"0,000"
202504,23/04/2025,160131435,152122960,SECRETARIA DE ESTADO DA CIENCIA  TECNOL,06656711000103,"SEC EST CIENCIA,TECNOLOGIA, INOVAÇÃO",502171574,,B3,Categoria Demais Classes B3,Trifásico,BT,45,02/06/2025,520,PODER PUBLICO - ESTADUAL,GUARAPARI,CENTRO,PCA CIRIACO RAMALHETE DE OLIVEIRA,1,29200-380,"475,000","325,130",,,,,,,,,,,,,,,,,,,,,,,,,"409,130",,,,"67,760","16,760","3,630",,,,,,,,,"-4,150",,,"0,000"
202504,30/04/2025,160132427,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,500648443,CASCUVI-CENTRO DE DE,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,VIANA,GAROUPA,ROD BR 262,1SN,29135-000,"3.069,360","5.273,500","25.011,000","9.819,710","92,160","2.933,450",,,"82,560","0,000","92,160","0,000","85,000","0,000",,,7 KW,"455,810",,,"7,680","2,310",,,,,"20.344,810","13,690",,"410,630","709,140","949,680","205,600",,,,,,-150 KWH,,-150 KWH,"-369,72",,,"-58,990"
202504,23/04/2025,160133953,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,500210824,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,45,02/06/2025,520,PODER PUBLICO - ESTADUAL,MIMOSO DO SUL,CENTRO,RUA IVONE FEITOSA DE AGUIAR,1SN,29400-000,"1.447,000","990,430",,,,,,,,,,,,,,,,,,,,,,,,,"1.128,370",,,,"88,470","51,050","11,050",,,,,,,,,"-12,630",,,"0,000"
202504,30/04/2025,160140245,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,500644101,SEJUS-PSVV PENITENCI,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,CAMBOAPINA,FAZ STA FE,1SN,29100-000,"6.311,620","10.844,060","77.191,000","30.306,030","270,480","8.609,380",,,"152,040","0,000","270,480","0,000","115,000","0,000",,,155 KW,"9.897,860",,,"409,360","123,200",,,,,"64.076,740","39,750",,"1.242,500","751,530","3.081,150","667,050",,,,,,0 KWH,"0,000",0 KWH,"-1.485,770",,,"0,000"
202504,14/04/2025,160143481,152120900,SECRETARIA DE ESTADO DA SAUDE,27080605000196,,501303306,NUCLEO REGIONAL ESPE,B3,Categoria Demais Classes B3,Trifásico,BT,40,10/06/2025,520,PODER PUBLICO - ESTADUAL,SAO MATEUS,UNIVERSITARIO,ROD OTHOVARINO DUARTE SANTOS,1SN,29938-300,"1.799,000","1.231,360",,,,,,,,,,,,,,,,,,,,,,,,,"1.383,710",,,,"90,840","63,470","13,740",,,,,,,,,"-15,700",,,"0,000"
202504,03/04/2025,160144212,152125601,SECRETARIA DE ESTADO DA SEGURANCA PUBLI,27142025000186,,502750268,,B3,Categoria Demais Classes B3,Bifásico,BT,32,02/06/2025,520,PODER PUBLICO - ESTADUAL,DOMINGOS MARTINS,PEDRA AZUL,AV BRAVIM,225,29260-000,"50,000","34,230",,,,,,,,,,,,,,,,,,,,,,,,,"46,450",,,,"10,510","1,770","0,380",,,,,,,,,"-0,440",,,"0,000"
202504,30/04/2025,160151897,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,,500244485,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,SANTA RITA,RUA PAULO NEVES,1SN,29118-590,"875,227","1.503,740","12.691,000","4.982,460","90,528","2.881,510",,,"39,852","0,000","90,528","0,000","30,000","0,000",,,61 KW,"3.853,210",,,"2,911","0,880",,,,,"14.376,070",,,,"751,530","681,480","147,530",,,,,,0 KWH,"0,000",0 KWH,"-426,270",,,"0,000"
202504,30/04/2025,160151998,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500250743,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,BARRA DE SAO FRANCISCO,VILA PAULISTA,RUA CAMPO VELHO,1SN,29800-000,"1.282,234","2.203,020","9.016,000","3.539,890","62,648","1.994,090",,,"47,232","0,000","62,648","0,000","50,000","0,000",,,13 KW,"805,170",,,"177,366","53,380",,,,,"9.030,270",,,,"112,490","443,030","95,910",,,,,,0 KWH,"0,000",0 KWH,"-216,710",,,"0,000"
202504,15/04/2025,160162774,152120700,INSTITUTO DE ATENDIMENTO SOCIO EDUCATIV,30967111000132,,501078297,,B3,Categoria Demais Classes B3,Bifásico,BT,41,02/06/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,PRAIA DE ITAPARICA,AV SATURNINO RANGEL MAURO,1481,29102-033,"530,000","362,770",,,,,,,,,,,,,,,,,,,,,,,,,"393,890",,,,"53,530","18,700","4,050",,,,,,,,,"-4,630",,,"-40,530"
202504,15/04/2025,160162775,152120700,INSTITUTO DE ATENDIMENTO SOCIO EDUCATIV,30967111000132,,501075715,,B3,Categoria Demais Classes B3,Monofásico,BT,41,02/06/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,PRAIA DE ITAPARICA,AV SATURNINO RANGEL MAURO,1481,29102-033,"571,000","390,830",,,,,,,,,,,,,,,,,,,,,,,,,"431,910",,,,"53,530","20,150","4,360",,,,,,,,,"-4,980",,,"-31,980"
202504,07/04/2025,160164575,152125100,POLICIA CIVIL,27470897000173,,500258136,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,34,02/06/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,JARDIM CAMBURI,RUA ALCINO PEREIRA,1SN,29090-540,"2.365,000","1.618,770",,,,,,,,,,,,,,,,,,,,,,,,,"1.734,700",,,,"35,070","83,440","18,060",,,,,,,,,"-20,640",,,"0,000"
202504,30/04/2025,160165454,152125100,POLICIA CIVIL,27470897000173,,500262939,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,02/06/2025,520,PODER PUBLICO - ESTADUAL,GUARAPARI,PRAIA DO MORRO,RUA JOSIAS CERUTTI,683,29216-600,"747,430","1.284,160","8.656,000","3.398,370","42,968","1.367,670",,,"26,240","0,000","42,968","0,000","37,000","0,000",,,6 KW,"379,920",,,"0,000","0,000",,,,,"7.435,970",,,,"751,530","331,420","71,750",,,,,,,,,"-148,850",,,"0,000"
202504,30/04/2025,160168743,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,502006235,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,SAO MATEUS,JAQUELINE,AV JOAO NARDOTO,1SN,29936-160,"247,009","424,390","5.245,000","2.059,150","50,000","1.591,500",,,"15,793","0,000","40,393","0,000","50,000","0,000",,,,,,,"14,268","4,290",,,,,"5.511,450",,,,"751,530","210,260","45,520",,,,,,,,,"-112,910",,,"537,720"
202504,02/04/2025,160168946,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502804186,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,31,10/06/2025,520,PODER PUBLICO - ESTADUAL,PINHEIROS,SAO JOAO DO SOBRADO,ASS OLINDA DOIS,1SN,29980-000,"2.557,000","1.750,190",,,,,,,,,,,,,,,,,,,,,,,,,"1.914,810",,,,"77,210","90,200","19,530",,,,,,,,,"-22,320",,,"0,000"
202504,04/04/2025,160172196,152122960,SECRETARIA DE ESTADO DA CIENCIA  TECNOL,06656711000103,,502934896,,B3,Categoria Demais Classes B3,Trifásico,BT,33,02/06/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,MATA DA PRAIA,AV FERNANDO FERRARI,1080,29066-380,"593,000","405,890",,,,,,,,,,,,,,,,,,,,,,,,,"461,230",,,,"35,070","20,920","4,530",,,,,,,,,"-5,180",,,"0,000"
202504,04/04/2025,160172218,152120400,DEPARTAMENTO ESTADUAL DE TRANSITO DO ES,28162105000166,,501410232,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,33,02/06/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,MATA DA PRAIA,AV FERNANDO FERRARI,1080,29066-380,"5.505,000","3.768,000",,,,,,,,,,,,,,,,,,,,,,,,,"3.991,270",,,,"35,070","194,200","42,050",,,,,,,,,"-48,050",,,"0,000"
202504,02/04/2025,160176401,152126300,INSTITUTO DE DEFESA AGROPECUARIA E FLOR,02254666000100,,500699864,,B3,Categoria Demais Classes B3,Trifásico,BT,31,26/05/2025,520,PODER PUBLICO - ESTADUAL,NOVA VENECIA,CENTRO,RUA OESTE,53,29830-000,"1.575,000","1.078,040",,,,,,,,,,,,,,,,,,,,,,,,,"1.226,790",,,,"94,910","55,560","12,030",,,,,,,,,"-13,750",,,"0,000"
202504,14/04/2025,160178047,152122350,DEFENSORIA PUBLICA DO ESTADO DO ESPIRIT,00671513000124,,500717676,,B3,Categoria Demais Classes B3,Trifásico,BT,40,26/05/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,CAMPO GRANDE,AV GETULIO VARGAS,1SN,29146-070,"100,000","68,450",,,,,,,,,,,,,,,,,,,,,,,,,"71,880",,,,,"3,530","0,770",,,,,,,,,"-0,870",,,"0,000"
202504,14/04/2025,160178048,152122350,DEFENSORIA PUBLICA DO ESTADO DO ESPIRIT,00671513000124,,500717682,,B3,Categoria Demais Classes B3,Bifásico,BT,40,26/05/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,CAMPO GRANDE,AV GETULIO VARGAS,1SN,29146-070,"127,000","86,930",,,,,,,,,,,,,,,,,,,,,,,,,"91,270",,,,,"4,480","0,970",,,,,,,,,"-1,110",,,"0,000"
202504,14/04/2025,160178049,152122350,DEFENSORIA PUBLICA DO ESTADO DO ESPIRIT,00671513000124,,500717687,,B3,Categoria Demais Classes B3,Bifásico,BT,40,26/05/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,CAMPO GRANDE,AV GETULIO VARGAS,1SN,29146-070,"1.222,000","836,420",,,,,,,,,,,,,,,,,,,,,,,,,"878,190",,,,,"43,110","9,330",,,,,,,,,"-10,670",,,"0,000"
202504,24/04/2025,160178671,152122600,INSTITUTO JONES DOS SANTOS NEVES,27316918000109,,500353835,,B3,Categoria Demais Classes B3,Trifásico,BT,46,23/05/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,JESUS DE NAZARETH,AV MAL MASCARENHAS DE MORAES,2524,29052-015,"1.708,000","1.169,080",,,,,,,,,,,,,,,,,,,,,,,,,"1.262,540",,,,"35,070","60,250","13,050",,,,,,,,,"-14,910",,,"0,000"
202504,30/04/2025,160180209,152120500,SECRETARIA DE ESTADO DO TURISMO,08750791000189,,502482161,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,23/05/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,FORTE SAO JOAO,AV VITORIA,320,29017-020,"893,915","1.535,840","12.539,000","4.922,780","51,955","1.653,730",,,"36,506","0,000","51,955","0,000","30,000","0,000",,,22 KW,"1.397,670",,,"0,000","0,000",,,,,"9.958,480","91,310",,,,"490,150","106,110",,,,,,,,,"-239,110",,,"0,000"
202504,30/04/2025,160185468,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,500643685,SECRETARIA DE ESTADO,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,CAMBOAPINA,ROD BR 101 SUL,1SN,29100-000,"2.421,006","4.159,560","23.536,000","9.240,640","80,000","2.546,400",,,"54,264","0,000","67,368","0,000","80,000","0,000",,,,,,,"15,204","4,580",,,,,"17.773,940","12,190",,"364,250","751,530","822,140","178,000",,,,,,0 KWH,"0,000",0 KWH,"-305,350",,,"0,000"
202504,30/04/2025,160185476,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,500648335,SECRETARIA DE ESTADO,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,CAMBOAPINA,ROD BR 101 SUL,1SN,29100-000,"3.457,720","5.940,740","41.583,000","16.325,820","123,200","3.921,460",,,"72,800","0,000","123,200","0,000","97,000","0,000",,,26 KW,"1.667,890",,,"67,760","20,390",,,,,"30.382,590","16,720",,"566,870","751,530","1.436,760","311,060",,,,,,-1 KWH,"-0,33",-1 KWH,"-576,32",,,"0,000"
202504,30/04/2025,160185479,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,500644129,SECRETARIA DE ESTADO,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,CAMBOAPINA,ROD BR 101 SUL,1SN,29100-000,"3.263,680","5.607,360","42.865,000","16.829,420","131,600","4.188,830",,,"66,640","0,000","131,600","0,000","108,000","0,000",,,24 KW,"1.502,380",,,"1.055,880","317,780",,,,,"30.952,280","16,430",,"542,210","751,530","1.466,130","317,410",,,,,,0 KWH,"0,000",0 KWH,"-587,200",,,"0,000"
202504,30/04/2025,160186976,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500312591,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,SERRA,LARANJEIRAS VELHA,RUA GOITACAZES,1SN,29160-000,"1.380,142","2.371,240","11.357,000","4.458,810","63,000","2.005,290",,,"47,232","0,000","55,760","0,000","63,000","0,000",,,,,,,"0,000","0,000",,,,,"9.663,800",,,,"463,890","455,380","98,580",,,,,,,,,"-189,390",,,"0,000"
202504,11/04/2025,160189781,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,500582476,,B3,Categoria Demais Classes B3,Bifásico,BT,38,02/06/2025,520,PODER PUBLICO - ESTADUAL,LINHARES,NOVO HORIZONTE,RUA PRES GARRASTAZU MEDICI,1,29902-203,"907,000","620,810",,,,,,,,,,,,,,,,,,,,,,,,,"651,820",,,,,"32,000","6,930",,,,,,,,,"-7,920",,,"0,000"
202504,30/04/2025,160197091,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500321926,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,ILHA DAS CAIEIRAS,RUA AMADEUS MUNIZ CORREA,1SN,29032-170,"2.153,213","3.699,460","16.667,000","6.543,710","90,134","2.868,980",,,"60,811","0,000","90,134","0,000","55,000","0,000",,,35 KW,"2.236,660",,,"11,045","3,320",,,,,"16.312,530",,,,"388,940","791,260","171,310",,,,,,,,,"-391,110",,,"0,000"
202504,14/04/2025,160201778,152122350,DEFENSORIA PUBLICA DO ESTADO DO ESPIRIT,00671513000124,,500717672,,B3,Categoria Demais Classes B3,Trifásico,BT,40,02/06/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,CAMPO GRANDE,AV GETULIO VARGAS,1SN,29146-070,"100,000","68,450",,,,,,,,,,,,,,,,,,,,,,,,,"71,880",,,,,"3,530","0,770",,,,,,,,,"-0,870",,,"0,000"
202504,16/04/2025,160204641,152125400,MINISTERIO PUBLICO DO ESTADO DO ESPIRIT,02304470000174,,500327452,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,42,26/05/2025,520,PODER PUBLICO - ESTADUAL,APIACA,CENTRO,RUA JADER PINTO,82,29450-000,"1.875,000","1.283,380",,,,,,,,,,,,,,,,,,,,,,,,,"1.533,300",,,,"185,830","66,140","14,320",,,,,,,,,"-16,370",,,"0,000"
202504,30/04/2025,160208806,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500335368,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,02/06/2025,520,PODER PUBLICO - ESTADUAL,SAO MATEUS,GURIRI NORTE,AV ESPERA FELIZ,1SN,29946-600,"2.477,318","4.256,300","11.504,000","4.516,390","86,789","2.762,490",,,"76,162","0,000","86,789","0,000","75,000","0,000",,,12 KW,"750,480",,,"698,222","210,140",,,,,"13.251,260",,,,"751,530","620,200","134,260",,,,,,-1.178 KWH,"-462,680",-1.178 KWH,"-287,850",,,"0,000"
202504,30/04/2025,160208932,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500356740,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,10/06/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,FLEXAL,RUA LOURIVAL DE ALMEIDA,1SN,29155-720,"1.770,995","3.042,770","10.745,000","4.218,440","58,876","1.874,020",,,"49,036","0,000","58,876","0,000","45,000","0,000",,,14 KW,"883,350",,,"1,066","0,320",,,,,"10.413,830",,,,,"516,390","111,790",,,,,,,,,"-233,250",,,"0,000"
202504,30/04/2025,160212951,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502543157,,O3REATEF,Demais Classes Optantes,Trifásico,MT,45,10/06/2025,520,PODER PUBLICO - ESTADUAL,GUARAPARI,CENTRO,RUA JOAQUIM DA SILVA LIMA,58,29200-260,"7.155,464","4.897,700",,,,,,,,,,,,,,,,,,,"24,436","7,350",,,,,"5.225,330",,,,"75,290","252,810","54,730",,,,,,,,,"-62,550",,,"0,000"
202504,30/04/2025,160214293,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500345291,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,SAO MATEUS,VILA NOVA,AV BRASIL,203,29941-090,"1.190,066","2.044,660","10.630,000","4.173,500","150,000","4.774,500",,,"31,816","0,000","76,424","0,000","150,000","0,000",,,,,,,"0,000","0,000",,,,,"12.110,570",,,,"751,530","566,570","122,650",,,,,,0 KWH,"0,000",0 KWH,"-322,840",,,"0,000"
202504,30/04/2025,160215346,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,500648513,SECRETARIA DE ESTADO,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,02/06/2025,520,PODER PUBLICO - ESTADUAL,LINHARES,AREA RURAL,RUA AREA RURAL,1SN,29900-001,"4.050,780","6.959,680","41.805,000","16.413,020","118,572","3.774,150",,,"91,512","0,000","118,572","0,000","68,000","0,000",,,51 KW,"3.219,410",,,"4,141","1,250",,,,,"31.637,340","20,890",,,,"1.565,160","338,840",,,,,,,,,"-655,060",,,"0,000"
202504,30/04/2025,160216039,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500368190,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,02/06/2025,520,PODER PUBLICO - ESTADUAL,PEDRO CANARIO,CRISTAL DO NORTE,RUA FRANCISCO PORFIRIO DE SOUZA,1SN,29970-000,"1.702,238","2.924,630","9.827,000","3.858,070","64,042","2.038,460",,,"49,200","0,000","64,042","0,000","30,000","0,000",,,34 KW,"2.167,110",,,"9,349","2,810",,,,,"11.379,170",,,,,"566,500","122,640",,,,,,0 KWH,"0,000",0 KWH,"-301,050",,,"0,000"
202504,16/04/2025,160216989,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,502518152,,B3,Categoria Demais Classes B3,Trifásico,BT,42,05/06/2025,520,PODER PUBLICO - ESTADUAL,PINHEIROS,NOVA GALILEIA,RUA PRES JOAO GOULART,1SN,29980-000,"2.965,000","2.029,460",,,,,,,,,,,,,,,,,,,,,,,,,"2.208,040",,,,"77,210","104,600","22,650",,,,,,,,,"-25,880",,,"0,000"
202504,16/04/2025,160219740,152125100,POLICIA CIVIL,27470897000173,,500351430,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,42,02/06/2025,520,PODER PUBLICO - ESTADUAL,BAIXO GUANDU,SAO JOSE,RUA HERALDO NUNES FERREIRA,1SN,29730-000,"2.381,000","1.629,730",,,,,,,,,,,,,,,,,,,,,,,,,"1.842,480",,,,"131,350","83,990","18,190",,,,,,,,,"-20,780",,,"0,000"
202504,30/04/2025,160220907,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500351799,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,10/06/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,GLORIA,RUA MOURISCO,1SN,29122-070,"1.119,374","1.923,210","13.239,000","5.197,750","78,818","2.508,790",,,"48,511","0,000","78,818","0,000","77,000","0,000",,,,,,,"0,000","0,000",,,,,"10.766,280",,,,"751,530","496,330","107,450",,,,,,,,,"-218,780",,,"0,000"
202504,30/04/2025,160230137,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502916158,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,10/06/2025,520,PODER PUBLICO - ESTADUAL,VIANA,VILA BETHANIA,RUA STA HELENA,125,29135-000,"427,712","734,850","10.025,000","3.935,720","138,000","4.392,540",,,"40,672","0,000","68,880","0,000","138,000","0,000",,,,,,,"1,230","0,370",,,,,"10.057,250",,,,"709,140","467,130","101,130",,,,,,,,,"-283,630",,,"0,000"
202504,30/04/2025,160233140,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,500385531,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,45,02/06/2025,520,PODER PUBLICO - ESTADUAL,PEDRO CANARIO,CENTRO,AV ANTONIO GUEDES ALCOFORADO,194,29970-000,"938,465","1.612,390","14.711,000","5.775,650","100,171","3.188,450",,,"27,650","0,000","100,171","0,000","45,000","0,000",,,55 KW,"3.512,200",,,"0,000","0,000",,,,,"14.133,510",,,,,"706,390","152,930",,,,,,-976 KWH,"-383,38",-976 KWH,"-431,12",,,"0,000"
