AnoMês,Dt. Leitura,Instalação,Cód. PN,Parceiro de negócio,Número do CNPJ,Recebedor alternativo,Nº de contrato,Titular do contrato,Categoria tarifa,Desc. Categoria tarifa,Fase,"Tp Cli (BT,MT,AT)",Lote de Leitura,Dt. Vencimento,Classe,Desc. Classe,Município,Bairro,Rua,Nº,CEP,Energia Faturada Ponta,Receita Energia Faturada Ponta,Energia Faturada Fora Ponta,Receita Energia Faturada Fora Ponta,Demanda Faturada Ponta,Receita Demanda Faturada Ponta,Demanda Faturada Fora Ponta,Receita Demanda Faturada Fora Ponta,Demanda Registrada Ponta,Receita Demanda Registrada Ponta,Demanda Registrada F.Ponta,Receita Demanda Registrada F.Ponta,Demanda Contratada Ponta,Receita Demanda Contratada Ponta,Demanda Contratada F.Ponta,Receita Demanda Contratada F.Ponta,Demanda Ultrapassagem Ponta,Receita Demanda Ultrapassagem Ponta,Demanda Ultrapassagem Fora Ponta,Receita Demanda Ultrapassagem Fora Ponta,Importe UFER Ponta,Receita Importe UFER Ponta,Importe UFER Fora Ponta,Receita Importe UFER Fora Ponta,Importe UFDR,Receita Importe UFDR,Receita Total,Juros Atraso Pagamento,IGPM,Multa Atraso Pagamento,CIP,COFINS,PIS,ICMS,Parcelamentos,Cust. Disp. MMGD,Res. 77,Desconto AES,Energia Comp. MMGD,Receita Energia Comp. MMGD,Energia Injet. MMGD,"Imp. Ret, Fonte",TUS Geração,Créditos,OUTROS VALORES
202412,31/01/2025,143711,152120300,SECRETARIA DE ESTADO DE ESPORTES E LAZER,07412119000110,,401437119,SECRETARIA DE ESTADO,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,BENTO FERREIRA,RUA CEL SCHWAB FILHO,29,29050-780,"3.036,132","5.216,410","14.845,000","5.828,190","129,396","4.118,670",,,"115,620","0,000","129,396","0,000","160,000","0,000",,,,,,,"7,380","2,220",,,,,"14.753,800",,,,"388,940","380,580","82,270",,,,,,-2.379 KWH,"-934,050",-2.379 KWH,"-329,430",,,"0,000"
202412,31/01/2025,143715,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401437151,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,10/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,SANTA LUCIA,AV CESAR HELAL,1111,29056-908,"3.618,720","6.217,360","61.667,000","24.210,910","318,720","10.144,860",,,"140,160","0,000","318,720","0,000","300,000","0,000",,,19 KW,"1.191,720",,,"9,120","2,740",,,,,"42.576,100",,,,"388,940","1.116,960","241,510",,,,,,,,,"-938,900",,,"0,000"
202412,31/01/2025,143716,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401437160,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,SANTA HELENA,PCA CRISTOVAO JACQUES,260,29055-070,"1.161,858","1.996,200","5.628,000","2.209,790","70,356","2.239,430",,,"70,356","0,000","61,008","0,000","50,000","0,000",,,20 KW,"1.295,860",,,"0,984","0,300",,,,,"7.188,230",,,,"388,940","181,690","39,280",,,,,,-2.414 KWH,"-947,680",-2.414 KWH,"-215,580",,,"0,000"
202412,03/01/2025,143795,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401437950,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,31,10/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,PRAIA DO CANTO,RUA CHAPOT PRESVOT,89,29055-410,"9.308,000","6.371,050",,,,,,,,,,,,,,,,,,,,,,,,,"6.532,770",,,,"33,450","170,370","36,840",,,,,,,,,"-78,940",,,"0,000"
202412,28/01/2025,143806,152125100,POLICIA CIVIL,27470897000173,,401438069,,B3,Categoria Demais Classes B3,Trifásico,BT,48,03/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,PRAIA DO CANTO,RUA CELSO CALMON,173,29055-590,"1.227,000","839,850",,,,,,,,,,,,,,,,,,,,,,,,,"890,210",,,,"33,450","22,460","4,860",,,,,,,,,"-10,410",,,"0,000"
202412,17/01/2025,143810,152125100,POLICIA CIVIL,27470897000173,,401438107,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,41,03/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,SANTA LUIZA,RUA PORTINARI,1SN,29045-415,"1.894,000","1.296,390",,,,,,,,,,,,,,,,,,,,,,,,,"1.355,940",,,,"33,450","34,660","7,500",,,,,,,,,"-16,060",,,"0,000"
202412,22/01/2025,143819,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,401438191,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,MARUIPE,AV MARUIPE,1SN,29043-210,"1.164,000","796,730",,,,,,,,,,,,,,,,,,,,,,,,,"846,230",,,,"33,450","21,310","4,610",,,,,,,,,"-9,870",,,"0,000"
202412,31/01/2025,143902,152128300,ESCOLA DE SERVICO PUBLICO DO ESPIRITO,35964162000124,,500535766,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,VITORIA,MORADA DE CAMBURI,RUA FRANCISCO FUNDAO,155,29062-545,"704,616","1.210,610","10.290,000","4.039,950","75,000","2.387,250",,,"17,856","0,000","48,192","0,000","75,000","0,000",,,,,,,"837,600","252,080",,,,,"8.547,760","40,240",,"160,980","388,940","210,990","45,620",,,,,,,,,"-188,900",,,"0,000"
202412,31/01/2025,144021,152120900,SECRETARIA DE ESTADO DA SAUDE,27080605000196,,401440217,CENTRO REAB FISICA D,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,PRAIA DA COSTA,RUA GASTAO ROUBACH,1SN,29101-020,"2.902,128","4.986,180","44.635,000","17.523,980","178,944","5.695,790",,,"77,376","0,000","178,944","0,000","177,000","0,000",,,,,,,"0,048","0,010",,,,,"29.313,670",,,,"751,530","754,290","163,090",,,,,,,,,"-561,200",,,"0,000"
202412,07/01/2025,144043,152125100,POLICIA CIVIL,27470897000173,,501733244,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,33,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,CENTRO,RUA LUIZA GRINALDA,663,29100-240,"2.487,000","1.702,280",,,,,,,,,,,,,,,,,,,,,,,,,"1.790,090",,,,"53,530","45,530","9,840",,,,,,,,,"-21,090",,,"0,000"
202412,07/01/2025,144069,152125100,POLICIA CIVIL,27470897000173,,501541828,,B3,Categoria Demais Classes B3,Trifásico,BT,33,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,CENTRO,AV LUCIANO DAS NEVES,348,29100-200,"1.518,000","1.039,030",,,,,,,,,,,,,,,,,,,,,,,,,"1.113,490",,,,"53,530","27,790","6,010",,,,,,,,,"-12,870",,,"0,000"
202412,15/01/2025,144106,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401441060,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,39,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,DIVINO ESPIRITO SANTO,RUA ALAN KARDEC,1SN,29107-240,"6.731,000","4.607,170",,,,,,,,,,,,,,,,,,,,,,,,,"4.753,460",,,,"53,530","123,200","26,640",,,,,,,,,"-57,080",,,"0,000"
202412,31/01/2025,144112,152120900,SECRETARIA DE ESTADO DA SAUDE,27080605000196,,401441124,SECRETARIA DE ESTADO,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,OLARIA,RUA LIBERALINO LIMA,1SN,29123-620,"9.566,400","16.436,130","91.427,000","35.895,080","210,000","6.684,300",,,"174,720","0,000","208,320","0,000","210,000","0,000",,,,,,,"0,000","0,000",,,,,"60.706,800",,,,"751,530","1.578,210","341,230",,,,,,,,,"-979,680",,,"0,000"
202412,16/01/2025,144149,152125100,POLICIA CIVIL,27470897000173,,401441493,,B3,Categoria Demais Classes B3,Bifásico,BT,40,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,SANTA INES,RUA DOM FERNANDO,8,29108-240,"878,000","600,960",,,,,,,,,,,,,,,,,,,,,,,,,"666,590",,,,"53,530","16,070","3,480",,,,,,,,,"-7,450",,,"0,000"
202412,16/01/2025,144150,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,401441507,POLICIA M DO EST ESP,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,40,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,IBES,AV NS DA PENHA,118,29108-330,"14.579,000","9.978,890",,,,,,,,,,,,,,,,,,,,,,,,,"10.233,340",,,,"53,530","266,860","57,700",,,,,,,,,"-123,640",,,"0,000"
202412,24/01/2025,144167,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502037257,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,46,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,NOVO MEXICO,RUA ALECRIM,217,29104-100,"3.049,000","2.086,950",,,,,,,,,,,,,,,,,,,,,,,,,"4.797,730",,,,"53,530","55,810","12,070",,"2.615,230",,,,0 KWH,"0,000",0 KWH,"-25,860",,,"0,000"
202412,24/01/2025,144170,152125100,POLICIA CIVIL,27470897000173,,401441701,,B3,Categoria Demais Classes B3,Trifásico,BT,46,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,NOVO MEXICO,RUA JORGE MAJESTADE,1SN,29104-060,"1.665,000","1.139,640",,,,,,,,,,,,,,,,,,,,,,,,,"1.216,120",,,,"53,530","30,480","6,590",,,,,,,,,"-14,120",,,"0,000"
202412,16/01/2025,144184,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401441841,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,40,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,IBES,AV VITORIA REGIA,1SN,29108-660,"4.741,000","3.245,070",,,,,,,,,,,,,,,,,,,,,,,,,"3.404,140",,,,"53,530","86,780","18,760",,,,,,,,,,,,"0,000"
202412,27/01/2025,144209,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401442091,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,47,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,SANTA RITA,RUA FRANCISCO AMERICO SILVEIRA,3081,29118-670,"100,000","68,450",,,,,,,,,,,,,,,,,,,,,,,,,"-11.300,940",,,,"7,680","1,830","0,390",,,,,,,,,"-0,850",,"-11.378,440","0,000"
202412,28/01/2025,144222,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401442228,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,48,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,VILA GARRIDO,RUA SEBASTIAO GAIBA,1SN,29116-300,"2.209,000","1.511,990",,,,,,,,,,,,,,,,,,,,,,,,,"1.595,970",,,,"53,530","40,440","8,740",,,,,,0 KWH,"0,000",0 KWH,"-18,730",,,"0,000"
202412,28/01/2025,144227,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401442279,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,48,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,ILHA DAS FLORES,RUA ANTONIO ABRAAO,1SN,29115-550,"5.893,000","4.033,580",,,,,,,,,,,,,,,,,,,,,,,,,"4.168,320",,,,"53,530","107,870","23,320",,,,,,,,,"-49,980",,,"0,000"
202412,22/01/2025,144247,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401442473,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,44,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,SAO TORQUATO,LAD STA TEREZINHA,1SN,29114-450,"2.212,000","1.514,040",,,,,,,,,,,,,,,,,,,,,,,,,"1.598,060",,,,"53,530","40,490","8,760",,,,,,,,,"-18,760",,,"0,000"
202412,22/01/2025,144294,152120200,DEPARTAMENTO DE EDIFICACOES E DE RODOVI,04889717000197,DEPARTAMENTO DE ESTRADAS E RODAGENS,502020641,,B3,Categoria Demais Classes B3,Trifásico,BT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,PLANALTO,ROD CARLOS LINDENBERG,330,29118-376,"1.155,000","790,560",,,,,,,,,,,,,,,,,,,,,,,,,"860,010",,,,"53,530","21,150","4,570",,,,,,,,,"-9,800",,,"0,000"
202412,09/01/2025,144453,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401444531,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,35,10/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,BARRA DO JUCU,RUA JAIME COUTINHO,1SN,29125-088,"1.508,000","1.032,180",,,,,,,,,,,,,,,,,,,,,,,,,"1.106,490",,,,"53,530","27,610","5,960",,,,,,,,,"-12,790",,,"0,000"
202412,06/01/2025,144458,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,502656145,,B3,Categoria Demais Classes B3,Bifásico,BT,32,05/03/2025,520,PODER PUBLICO - ESTADUAL,VILA VELHA,BARRA DO JUCU,ROD DO SOL,1SN,29100-000,"2.326,000","1.592,070",,,,,,,,,,,,,,,,,,,,,,,,,"1.677,660",,,,"53,530","42,580","9,210",,,,,,,,,"-19,730",,,"0,000"
202412,21/01/2025,144470,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401444701,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,43,10/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,SANTANA,TR MARIO ARAUJO,13,29154-105,"2.238,000","1.531,850",,,,,,,,,,,,,,,,,,,,,,,,,"1.562,680",,,,,"40,960","8,850",,,,,,,,,"-18,980",,,"0,000"
202412,07/01/2025,144471,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401444719,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,33,10/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,CANGAIBA,RUA PRINCIPAL,1SN,29140-000,"5.750,000","3.935,700",,,,,,,,,,,,,,,,,,,,,,,,,"4.014,950",,,,,"105,250","22,760",,,,,,,,,"-48,760",,,"0,000"
202412,31/01/2025,144488,152120700,INSTITUTO DE ATENDIMENTO SOCIO EDUCATIV,30967111000132,,401444883,,A4,"A4 Horo-sazonal azul  2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,PORTO DE CARIACICA,EST ROCAS VELHAS,1SN,29140-000,"5.875,680","3.301,370","58.264,000","22.874,870","152,000","7.238,240","156,480","4.980,760","107,520","0,000","156,480","0,000","152,000","0,000","152,000","0,000",,,,,"641,040","192,920",,,,,"38.910,910",,,,,"1.031,930","223,130",,,,,,,,,"-932,310",,,"0,000"
202412,24/01/2025,144615,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502054580,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,46,10/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,ORIENTE,RUA CLARICIO ALVES RIBEIRO,138,29150-670,"4.080,000","2.792,640",,,,,,,,,,,,,,,,,,,,,,,,,"2.848,870",,,,,"74,680","16,150",,,,,,0 KWH,"0,000",0 KWH,"-34,600",,,"0,000"
202412,31/01/2025,144622,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,500648588,PENITENCIÁRIA ESTADU,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,TUCUM,ROD GOVR JOSE HENRIQUE SETTE,1SN,29152-500,"1.165,081","2.001,730","14.658,000","5.754,910","48,610","1.547,240",,,"27,257","0,000","48,610","0,000","30,000","0,000",,,19 KW,"1.184,690",,,"0,000","0,000",,,,,"10.086,350",,,,,"267,070","57,750",,,,,,-1.278 KWH,,-1.278 KWH,"-225,290",,,"-501,750"
202412,27/01/2025,144698,152125100,POLICIA CIVIL,27470897000173,,401446983,,B3,Categoria Demais Classes B3,Bifásico,BT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,ITACIBA,RUA VITORIA,6,29150-450,"1.003,000","686,520",,,,,,,,,,,,,,,,,,,,,,,,,"712,510",,,,,"18,360","3,970",,"12,170",,,,,,,"-8,510",,,"0,000"
202412,21/01/2025,144700,152120900,SECRETARIA DE ESTADO DA SAUDE,27080605000196,,401447009,SESA - ALMOXARIFADO,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,43,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,PORTO DE CARIACICA,ROD GOVR JOSE HENRIQUE SETTE,1SN,29156-700,"720,000","492,820",,,,,,,,,,,,,,,,,,,,,,,,,"502,730",,,,,"13,170","2,850",,,,,,,,,"-6,110",,,"0,000"
202412,31/01/2025,144701,152120900,SECRETARIA DE ESTADO DA SAUDE,27080605000196,,401447017,SECRETARIA DE ESTADO,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,TUCUM,ROD GOVR JOSE HENRIQUE SETTE,1SN,29152-500,"10.409,640","17.884,910","102.783,000","40.353,450","254,880","8.112,830",,,"182,880","0,000","254,880","0,000","100,000","0,000",,,155 KW,"9.859,660",,,"0,000","0,000",,,,,"77.077,240",,,,,"2.038,060","440,660",,,,,,,,,"-1.612,330",,,"0,000"
202412,31/01/2025,144705,152120200,DEPARTAMENTO DE EDIFICACOES E DE RODOVI,04889717000197,,502032758,,O3REATEF,Demais Classes Optantes,Trifásico,MT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,CARIACICA,TUCUM,ROD GOVR JOSE HENRIQUE SETTE,1SN,29152-500,"159,716","109,320",,,,,,,,,,,,,,,,,,,"0,123","0,040",,,,,"69,880",,,,,"1,840","0,400",,,,,,-60 KWH,"-40,87",-60 KWH,"-0,85",,,"0,000"
202412,10/01/2025,144761,152125100,POLICIA CIVIL,27470897000173,,401447611,,B3,Categoria Demais Classes B3,Trifásico,BT,36,03/03/2025,520,PODER PUBLICO - ESTADUAL,VIANA,CENTRO,RUA DES LEVINO CHACON,149,29135-000,"2.017,000","1.380,580",,,,,,,,,,,,,,,,,,,,,,,,,"1.501,730",,,,"93,360","36,920","7,980",,,,,,,,,"-17,110",,,"0,000"
202412,31/01/2025,144762,152123600,SECRETARIA DE ESTADO DA JUSTICA,36388023000162,,502611419,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,03/03/2025,520,PODER PUBLICO - ESTADUAL,VIANA,GUARITAS,ROD BR 262,1SN,29135-000,"3.350,610","5.756,710","32.681,000","12.830,980","141,120","4.491,850",,,"88,920","0,000","141,120","0,000","81,000","0,000",,,60 KW,"3.827,240",,,"20.467,530","6.159,910",,,"5,670","180,480","34.272,450",,,,"709,140","888,130","192,030",,,,,,-93 KWH,,-93 KWH,"-727,42",,,"-36,600"
202412,31/01/2025,144862,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401448625,,V4,"V4 Horo-sazonal Verde 2,3 - 25 KV",Trifásico,MT,44,10/03/2025,520,PODER PUBLICO - ESTADUAL,DOMINGOS MARTINS,CENTRO,RUA ELIEZER LACERDA FAFA,1SN,29260-000,"272,156","467,590","3.433,000","1.347,860","30,000","954,900",,,"6,642","0,000","14,686","0,000","30,000","0,000",,,,,,,"55,294","16,640",,,,,"3.070,140",,,,"262,530","74,530","16,120",,,,,,,,,"-70,030",,,"0,000"
202412,27/01/2025,144863,152125100,POLICIA CIVIL,27470897000173,,401448633,,B3,Categoria Demais Classes B3,Trifásico,BT,47,03/03/2025,520,PODER PUBLICO - ESTADUAL,DOMINGOS MARTINS,CENTRO,RUA DUQUE DE CAXIAS,140,29260-000,"654,000","447,650",,,,,,,,,,,,,,,,,,,,,,,,,"503,640",,,,"46,980","11,970","2,590",,,,,,,,,"-5,550",,,"0,000"
202412,27/01/2025,144943,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401449435,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,47,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,CENTRO,AV GETULIO VARGAS,192,29176-090,"2.677,000","1.832,330",,,,,,,,,,,,,,,,,,,,,,,,,"1.946,710",,,,"77,470","49,010","10,600",,,,,,,,,"-22,700",,,"0,000"
202412,24/01/2025,144968,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401449681,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,46,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,SAO DOMINGOS,RUA S LUIZ,1SN,29177-520,"2.428,000","1.661,890",,,,,,,,,,,,,,,,,,,,,,,,,"1.772,820",,,,"77,470","44,440","9,610",,,,,,,,,"-20,590",,,"0,000"
202412,27/01/2025,144980,152122700,ESPIRITO SANTO SECRETARIA DE ESTADO DA,27080571000130,,401449800,,B3,Categoria Demais Classes B3,Trifásico,BT,47,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,CENTRO,PCA BARBOSA LEAO,1SN,29176-050,"1.707,000","1.168,390",,,,,,,,,,,,,,,,,,,,,,,,,"1.269,390",,,,"77,470","31,250","6,760",,,,,,,,,"-14,480",,,"0,000"
202412,08/01/2025,145011,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401450115,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,34,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,BOA VISTA II,BC ELIAS THOMAS,1SN,29161-033,"5.410,000","3.702,980",,,,,,,,,,,,,,,,,,,,,,,,,"3.855,000",,,,"77,470","99,020","21,410",,,,,,,,,"-45,880",,,"0,000"
202412,10/01/2025,145032,152121900,ESPIRITO SANTO SECRETARIA DE EST DE SEG,27476373000190,POLICIA MILITAR DO ESTADO DO ESPIRITO,401450328,,B3,Categoria Demais Classes B3,Trifásico,BT,36,03/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,JOSE DE ANCHIETA,RUA PAU BRASIL,1SN,29162-450,"1.889,000","1.292,960",,,,,,,,,,,,,,,,,,,,,,,,,"1.396,460",,,,"77,470","34,570","7,480",,,,,,,,,"-16,020",,,"0,000"
202412,22/01/2025,145050,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401450506,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,44,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,SERRA DOURADA II,RUA DAS TULIPAS,1SN,29171-233,"10.680,000","7.310,140",,,,,,,,,,,,,,,,,,,,,,,,,"7.534,800",,,,"77,470","195,490","42,270",,,,,,,,,"-90,570",,,"0,000"
202412,07/01/2025,145084,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401450841,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,33,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,JARDIM LIMOEIRO,AV GUARAPARI,1SN,29164-120,"5.393,000","3.691,350",,,,,,,,,,,,,,,,,,,,,,,,,"3.843,140",,,,"77,470","98,720","21,340",,,,,,,,,"-45,740",,,"0,000"
202412,28/01/2025,145088,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401450883,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,48,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,TAQUARA II,RUA 13 DE MAIO,1SN,29166-781,"3.971,000","2.718,030",,,,,,,,,,,,,,,,,,,,,,,,,"2.850,230",,,,"77,470","72,690","15,720",,,,,,,,,"-33,680",,,"0,000"
202412,10/01/2025,145093,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401450930,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,36,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,LARANJEIRAS VELHA,AV CEL MANOEL NUNES,1SN,29162-155,"4.066,000","2.783,050",,,,,,,,,,,,,,,,,,,,,,,,,"2.916,560",,,,"77,470","74,420","16,100",,,,,,,,,"-34,480",,,"0,000"
202412,28/01/2025,145099,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502189226,ESPIRITO SANTO SECRE,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,48,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,CAMPINHO DA SERRA II,AV VER JORGE CACULO,1SN,29178-106,"784,000","536,620",,,,,,,,,,,,,,,,,,,,,,,,,"147,270",,,,"77,470","1,820","0,390",,,,,,-684 KWH,"-468,18",-684 KWH,"-0,85",,,"0,000"
202412,20/01/2025,145109,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,401451090,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,42,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,BARCELONA,AV OLINDA,1SN,29166-027,"3.576,000","2.447,660",,,,,,,,,,,,,,,,,,,,,,,,,"2.574,410",,,,"77,470","65,460","14,150",,,,,,,,,"-30,330",,,"0,000"
202412,06/01/2025,145143,152127100,ES SEDU - ESPIRITO SANTO SECRETARIA DE,27080563000193,SEDU ENSINO FUNDAMENTAL,502043195,,B3REATEF,Baixa Reativa Eficiência,Trifásico,BT,32,10/03/2025,520,PODER PUBLICO - ESTADUAL,SERRA,CHACARA PARREIRAL,RUA GUIMARAES ROSA,1SN,29164-360,"5.720,000","3.915,170",,,,,,,,,,,,,,,,,,,,,,,,,"4.071,460",,,,"77,470","104,700","22,630",,,,,,0 KWH,"0,000",0 KWH,"-48,510",,,"0,000"
